4,2,0,0,-0.0714286
4,3,0,0,-0.157895
4,6,0,0,-6.245e-17
20,1,1,1,0.181818
17,6,1,1,0.0322581
15,7,1,1,-0.757576
4,7,0,0,-0.05
5,4,0,0,-0.272727
17,1,1,1,-0.888889
19,1,1,1,0.015625
4,8,0,0,-0.375
17,3,1,1,-0.0526316
18,3,1,1,0.176471
4,4,0,0,0.111111
5,5,0,0,-0.172414
16,5,1,1,2.77556e-17
5,2,0,0,-0.2
4,5,0,0,-0.294118
15,6,1,1,0.1
16,1,1,1,-0.588235
5,6,0,0,-0.148148
5,9,0,0,-0.421053
6,1,0,0,-0.583333
4,9,0,0,-0.769231
5,1,0,0,-0.603774
8,5,0,0,-0.0357143
18,6,1,1,0.0394737
19,2,1,1,0.319149
9,1,0,0,-0.469072
21,4,1,1,0.87062
6,8,0,0,-0.129032
5,8,0,0,-0.428571
9,7,0,0,0.0983607
7,1,0,0,-0.574627
18,9,1,1,-0.304348
15,9,1,1,-0.636364
7,9,0,0,-0.45679
20,7,1,1,0.676768
18,2,1,1,0.134146
19,3,1,1,0.52381
15,8,1,1,-0.423077
6,9,0,0,-0.710526
8,4,0,0,-0.0306748
16,6,1,1,0.05
5,7,0,0,-0.416667
8,8,0,0,-0.159574
21,2,1,1,0.890411
16,9,1,1,-0.319149
19,6,1,1,0.393258
17,5,1,1,0.0175439
21,3,1,1,0.878453
7,7,0,0,-0.228188
20,8,1,1,0.771429
18,5,1,1,0.210526
6,5,0,0,-0.229167
15,1,1,1,-0.666667
16,7,1,1,-0.333333
18,8,1,1,0.107527
10,4,0,0,0.164835
11,5,0,0,0.25656
17,4,1,1,1.04083e-17
8,2,0,0,-0.05
20,6,1,1,0.743902
19,9,1,1,0.344444
17,5,0,0,-0.607143
9,7,0,1,-0.333333
15,4,1,1,0.0714286
19,4,1,1,0.418605
14,4,1,1,-0.115385
21,5,0,1,0.874251
20,4,1,1,0.649485
7,5,0,0,-0.046875
9,3,0,0,0.0990099
6,3,0,0,-0.129032
17,7,1,1,-0.0571429
5,3,0,0,-0.0789474
21,1,1,1,0.666667
17,9,1,0,-0.446154
17,2,0,1,-0.163964
19,8,1,1,0.709677
10,5,0,0,-0.045045
4,1,0,0,-0.478261
8,8,0,1,-0.657895
16,6,0,0,-0.518868
16,2,1,1,-0.0697674
20,9,1,1,0.723684
19,7,1,1,0.589474
9,8,0,0,0.0140845
7,4,0,0,-0.176991
10,1,0,0,-0.345794
16,3,1,1,-0.351351
