16,3,1,1,-1
4,1,0,0,-1
4,6,0,0,-1
5,2,0,0,0.142857
18,2,1,1,-0.5
18,7,1,1,1
4,2,0,0,-1
4,4,0,0,1
4,7,0,0,-1
6,2,0,0,0
4,3,0,0,-1
17,9,1,1,0
15,7,1,1,-1
15,9,1,1,-0.2
17,3,1,1,-0.6
6,7,0,0,-0.2
6,5,0,0,-0.5
18,4,1,1,0.4
16,4,1,1,0.333333
5,3,0,0,-0.333333
19,1,1,1,0.111111
6,4,0,0,0.25
20,6,1,1,0.285714
16,5,1,1,-0.333333
17,6,1,1,0
17,7,1,1,-0.2
8,2,0,0,0.307692
21,1,1,1,0.529412
9,8,0,0,0.04
20,2,1,1,1
20,5,1,1,0.75
18,9,1,1,-0.2
19,8,1,1,1
18,5,1,1,0.25
20,9,1,1,1
21,4,0,1,0.875
14,3,1,1,-2.77556e-17
6,10,0,0,-0.625
5,5,0,0,-1
20,7,1,1,0.8
4,5,0,0,1
5,8,0,0,-1
15,4,1,1,0.2
8,8,0,0,-0.583333
11,1,0,0,-0.357143
7,7,0,0,-0.333333
5,4,0,0,-0.333333
5,7,0,0,-0.2
16,8,1,1,0
5,6,0,0,-0.428571
8,5,0,0,-0.1
7,8,0,0,0.25
20,1,1,1,0.428571
19,7,1,1,0.857143
15,6,1,1,0.142857
10,8,0,0,-0.153846
7,6,0,0,-0.666667
18,1,1,1,0
10,1,0,0,-0.764706
6,1,0,0,-0.75
11,6,0,0,-0.75
15,5,1,1,0.333333
20,4,1,1,0.375
11,8,0,0,0.0434783
19,5,1,0,-0.333333
18,8,0,1,0.138889
9,4,0,0,-0.142857
9,3,0,0,-0.25
4,9,0,1,1
12,7,0,0,-0.183673
17,8,1,1,-0.6
19,5,1,1,0.333333
15,8,1,1,-1
16,1,1,1,-0.666667
4,5,0,1,0
12,3,0,0,-0.62069
11,4,0,0,-0.285714
15,2,1,1,-0.2
19,10,1,1,0.162791
7,1,0,0,-0.666667
7,2,0,0,0.25
7,5,0,0,0.0714286
15,6,1,0,-0.4
14,9,0,1,-0.666667
15,10,1,1,-0.666667
17,1,1,1,0
9,1,0,0,-0.733333
18,4,1,0,0
17,7,0,1,-0.04
17,10,1,1,-0.515152
20,8,1,0,-0.2
20,1,0,1,0.111111
12,10,1,1,-1
4,2,0,1,1
11,10,0,0,-0.1875
21,7,1,1,0.875
8,3,0,1,0.333333
16,1,0,0,-0.794872
21,10,1,1,0.864662
19,6,1,1,0.75
10,8,0,1,-0.75
18,6,0,0,-0.758621
11,2,0,0,-0.142857
19,4,1,0,-0.333333
18,7,0,1,0.5
10,4,0,1,-0.166667
18,2,0,0,-0.71875
19,2,1,1,0.363636
9,1,0,1,-0.857143
16,9,0,0,-0.785714
7,4,0,0,0.3
5,1,0,1,-1
12,9,0,0,-0.568182
4,6,0,1,0
12,4,0,0,-0.393443
7,9,0,0,-0.538462
7,3,0,1,0
15,1,0,0,-1
5,1,0,0,-1
12,3,1,0,-1
11,6,0,1,-0.290323
19,4,0,0,-0.714286
21,2,1,1,0.941176
7,3,0,0,-1
18,7,1,0,-0.333333
17,10,0,1,-0.453202
11,3,0,0,3.46945e-17
16,1,1,0,0
15,4,0,1,0.0810811
7,1,0,1,-0.846154
14,9,0,0,-0.657143
21,5,1,1,0.85
15,9,1,0,-0.5
15,2,0,1,-0.396226
5,3,0,1,1
13,1,0,0,-0.75
18,9,1,0,-0.555556
18,2,0,1,0.0810811
16,9,1,0,0.142857
16,2,0,1,-0.5
13,8,1,0,-0.5
13,1,0,1,-0.857143
20,9,0,0,-1
21,9,1,1,1
15,1,1,0,-1
14,4,0,1,-0.0810811
20,3,1,1,0.666667
12,2,1,0,0
19,3,0,0,-0.92
11,5,0,1,-0.428571
21,6,1,1,1
17,2,1,1,0.142857
8,4,0,1,-0.384615
16,2,0,0,-0.709677
5,9,0,0,-1
9,4,0,1,0.0588235
17,2,0,0,-0.7
16,2,1,1,-0.5
8,8,0,1,-0.818182
16,6,0,0,-0.916667
6,6,0,0,-1
5,10,0,1,-0.578947
13,8,0,0,-0.613636
13,5,1,1,-0.2
21,3,1,0,-0.142857
20,6,0,1,0.695652
5,9,0,1,-0.2
13,7,0,0,-0.586207
20,10,1,1,0.538462
12,9,1,0,0
12,2,0,1,-0.111111
19,10,0,0,-0.888889
16,7,1,0,-1
15,10,0,1,-0.522388
10,4,0,0,0.125
12,1,1,0,1
11,4,0,1,0.166667
19,2,0,0,-0.851852
13,5,1,0,-1
20,6,0,0,-0.948718
12,8,0,1,-0.75
17,4,1,0,-0.5
16,7,0,1,-0.490909
7,10,0,1,-0.438596
15,8,0,0,-0.8125
10,10,0,1,-0.619048
18,8,0,0,-0.64
13,1,1,0,0
20,2,0,0,-0.935484
12,4,0,1,-0.6
14,4,1,0,0
13,7,0,1,-0.574468
21,5,0,0,-1
5,2,0,1,-1
12,10,0,0,-0.686567
9,5,0,0,-4.16334e-17
10,3,0,0,-0.04
12,6,1,1,0.333333
19,7,0,1,0.659574
20,4,1,0,-0.25
8,9,0,0,-0.0666667
6,2,0,1,-0.2
13,10,0,0,-0.608333
14,10,1,1,-0.666667
9,5,0,1,-1.38778e-17
17,3,0,0,-0.851852
18,3,1,1,0.5
18,8,1,0,0.285714
18,1,0,1,-0.354167
11,2,0,1,-0.238095
18,10,0,0,-0.716216
7,5,0,1,-0.2
15,3,0,0,-0.509804
19,6,1,0,-0.5
18,9,0,1,-0.136364
17,1,0,0,-0.83871
9,3,0,1,-0.2
19,4,1,1,0.4
15,7,1,0,-0.333333
14,10,0,1,-0.561404
13,6,1,0,0
20,7,0,0,-0.846154
12,9,0,1,-0.615385
12,3,1,1,-1
20,1,1,0,-0.6
19,4,0,1,0.5
13,6,1,1,0.2
21,4,1,0,-0.294118
20,7,0,1,0.810345
5,5,0,1,-0.333333
13,3,0,0,-0.114286
14,5,1,0,0
21,6,0,0,-1
13,8,0,1,-0.589744
16,6,1,0,-0.333333
15,9,0,1,-0.666667
18,10,1,0,-0.434783
18,3,0,1,0.204545
19,7,1,0,-0.4
18,10,0,1,-0.267606
8,10,0,0,-0.230769
16,2,1,0,-0.8
15,5,0,1,-0.0731707
17,1,1,0,-0.25
16,4,0,1,0.0612245
21,4,1,1,0.952381
8,1,0,1,-0.75
15,9,0,0,-0.83871
16,9,1,1,-0.5
8,2,0,1,-0.5
15,10,0,0,-0.66055
16,10,1,1,-0.84
8,1,0,0,-0.818182
4,1,0,1,-1
11,9,0,0,-0.0454545
20,7,1,0,-0.25
19,10,0,1,-0.037037
12,9,1,1,0
18,4,0,0,-0.888889
10,6,0,1,-0.8
12,6,1,0,0
11,9,0,1,-0.727273
19,7,0,0,-0.9
7,8,0,1,-1
15,6,0,0,-0.615385
16,6,1,1,-0.5
16,8,1,0,-0.5
16,1,0,1,-0.842105
15,3,1,1,-0.333333
6,5,0,1,-0.5
14,3,0,0,-0.5625
5,10,0,0,-0.263158
21,3,0,0,-1
13,5,0,1,-0.0491803
14,2,1,0,-0.333333
17,3,1,0,-0.166667
16,6,0,1,-0.219512
4,3,0,1,0.333333
12,1,0,0,-0.488372
14,10,0,0,-0.637363
7,2,0,1,-0.25
15,10,1,0,-0.275862
15,3,0,1,-0.666667
6,10,0,1,-0.565217
14,8,0,0,-0.642857
14,7,1,1,-1
21,8,0,1,0.857143
16,10,0,0,-0.637681
9,2,0,1,-0.384615
19,3,1,1,0.428571
21,8,1,1,0.896552
19,5,0,0,-0.76
11,7,0,1,-0.363636
17,5,1,0,0
16,8,0,1,-0.666667
10,2,0,1,-0.368421
17,10,0,0,-0.763889
18,10,1,1,-0.322581
5,7,0,1,1
13,5,0,0,-0.592593
21,6,0,1,0.857143
14,5,1,1,0.5
17,8,0,1,-0.522727
18,5,1,0,0
8,4,0,0,-0.333333
14,7,1,0,-0.6
21,8,0,0,-1
13,10,0,1,-0.670588
14,8,1,1,-1
21,9,0,1,0.916667
4,10,0,1,-0.5
12,8,0,0,-0.55102
18,5,0,0,-0.583333
